ganancia,ganancia_normalizada,auc,type,semilla,tiempo,cp,ms,mb,md
2471250,3530357.14285714,0.809220413051216,train,426105,4.60710787773132,0,20,1,5
622500,2075000,0.798305500934185,test,887463,4.74213004112244,0,20,1,5
2438750,3483928.57142857,0.804853425027885,train,887463,4.74213004112244,0,20,1,5
772500,2575000,0.68515942389739,test,575670,4.69648098945618,0,20,1,5
2630000,3757142.85714286,0.731262839703504,train,575670,4.69648098945618,0,20,1,5
837500,2791666.66666667,0.800576007059918,test,341712,4.51751112937927,0,20,1,5
2372500,3389285.71428571,0.806655410760714,train,341712,4.51751112937927,0,20,1,5
967500,3225000,0.814326566272233,test,511553,4.64372301101685,0,20,1,5
2371250,3387500,0.796732629043485,train,511553,4.64372301101685,0,20,1,5
186250,620833.333333333,0.791010291466604,test,621715,4.89806413650513,0,20,1,5
2238750,3198214.28571429,0.810687391969962,train,621715,4.89806413650513,0,20,1,5
695000,2316666.66666667,0.785145973401829,test,930317,5.1167368888855,0,20,1,5
2757500,3939285.71428571,0.812441779941824,train,930317,5.1167368888855,0,20,1,5
718750,2395833.33333333,0.798085582881758,test,958759,4.67561888694763,0,20,1,5
2331250,3330357.14285714,0.820046385834942,train,958759,4.67561888694763,0,20,1,5
520000,1733333.33333333,0.781679775795674,test,854580,5.43038105964661,0,20,1,5
4068750,5812500,0.812693423382375,train,854580,5.43038105964661,0,20,1,5
705000,2350000,0.790373934801602,test,119687,4.64288902282715,0,20,1,5
2603750,3719642.85714286,0.808088642822072,train,119687,4.64288902282715,0,20,1,5
1132500,3775000,0.822672978517917,test,710540,4.74189782142639,0,20,1,5
2618750,3741071.42857143,0.831812150838067,train,710540,4.74189782142639,0,20,1,5
940000,3133333.33333333,0.793200008868997,test,251789,4.58419895172119,0,20,1,5
2175000,3107142.85714286,0.788714015716996,train,251789,4.58419895172119,0,20,1,5
673750,2245833.33333333,0.801349288054735,test,831311,4.56437206268311,0,20,1,5
2662500,3803571.42857143,0.811267184064646,train,831311,4.56437206268311,0,20,1,5
796250,2654166.66666667,0.802340618977596,test,400758,4.48091816902161,0,20,1,5
2717500,3882142.85714286,0.804620948546215,train,400758,4.48091816902161,0,20,1,5
793750,2645833.33333333,0.805048143709113,test,810489,4.69284105300903,0,20,1,5
2166250,3094642.85714286,0.802284957207661,train,810489,4.69284105300903,0,20,1,5
916250,3054166.66666667,0.806693563166124,test,175018,4.84283399581909,0,20,1,5
2540000,3628571.42857143,0.80474838807446,train,175018,4.84283399581909,0,20,1,5
891250,2970833.33333333,0.803445813612882,test,778192,4.60684514045715,0,20,1,5
2398750,3426785.71428571,0.798138910723222,train,778192,4.60684514045715,0,20,1,5
291250,970833.333333333,0.779320671574178,test,320524,4.85526609420776,0,20,1,5
2766250,3951785.71428571,0.811013572337796,train,320524,4.85526609420776,0,20,1,5
432500,1441666.66666667,0.791721526231896,test,288488,4.56521010398865,0,20,1,5
2976250,4251785.71428571,0.809485301768795,train,288488,4.56521010398865,0,20,1,5
662500,2208333.33333333,0.817449886491538,test,871386,5.09850692749023,0,20,1,5
2322500,3317857.14285714,0.834665891195511,train,871386,5.09850692749023,0,20,1,5
392500,1308333.33333333,0.783475931452943,test,699829,4.56597900390625,0,20,1,5
2802500,4003571.42857143,0.813535014377686,train,699829,4.56597900390625,0,20,1,5
365000,1216666.66666667,0.806986736194377,test,964557,4.68690896034241,0,20,1,5
2923750,4176785.71428572,0.816658639871774,train,964557,4.68690896034241,0,20,1,5
913750,3045833.33333333,0.833912931683733,test,229601,5.09883689880371,0,20,1,5
2540000,3628571.42857143,0.825152215822694,train,229601,5.09883689880371,0,20,1,5
521250,1737500,0.792389579761439,test,844578,4.77982115745544,0,20,1,5
2811250,4016071.42857143,0.8024733238887,train,844578,4.77982115745544,0,20,1,5
977500,3258333.33333333,0.809280547937419,test,712561,4.79750394821167,0,20,1,5
2431250,3473214.28571429,0.798824356613192,train,712561,4.79750394821167,0,20,1,5
258750,862500,0.78949521196658,test,868040,4.78186511993408,0,20,1,5
3027500,4325000,0.811304772164524,train,868040,4.78186511993408,0,20,1,5
1181250,3937500,0.818516861139436,test,853913,4.63013195991516,0,20,1,5
2335000,3335714.28571429,0.803952000372169,train,853913,4.63013195991516,0,20,1,5
660000,2200000,0.716351006729168,test,868784,4.68459916114807,0,20,1,5
2700000,3857142.85714286,0.716283323002915,train,868784,4.68459916114807,0,20,1,5
873750,2912500,0.804770773175645,test,633751,4.5747561454773,0,20,1,5
1638750,2341071.42857143,0.803847361562125,train,633751,4.5747561454773,0,20,1,5
538750,1795833.33333333,0.791780081212573,test,950141,4.66553997993469,0,20,1,5
3355000,4792857.14285714,0.812315983455987,train,950141,4.66553997993469,0,20,1,5
-60000,-2e+05,0.76055560714165,test,709609,4.69418597221375,0,20,1,5
355000,507142.857142857,0.766910988755107,train,709609,4.69418597221375,0,20,1,5
713750,2379166.66666667,0.799635942370139,test,637945,4.73103213310242,0,20,1,5
3633750,5191071.42857143,0.804666925695386,train,637945,4.73103213310242,0,20,1,5
990000,3300000,0.819246838398543,test,730768,4.73788714408875,0,20,1,5
2312500,3303571.42857143,0.83464669059071,train,730768,4.73788714408875,0,20,1,5
602500,2008333.33333333,0.783859386951402,test,767625,4.59465980529785,0,20,1,5
2543750,3633928.57142857,0.812331135335126,train,767625,4.59465980529785,0,20,1,5
941250,3137500,0.79256793970258,test,273723,4.60115599632263,0,20,1,5
2573750,3676785.71428571,0.803710506784038,train,273723,4.60115599632263,0,20,1,5
713750,2379166.66666667,0.791658500002695,test,213770,4.60817289352417,0,20,1,5
2431250,3473214.28571429,0.803412521696852,train,213770,4.60817289352417,0,20,1,5
1298750,4329166.66666667,0.8378769691256,test,397339,4.67188692092896,0,20,1,5
1721250,2458928.57142857,0.823198879528071,train,397339,4.67188692092896,0,20,1,5
936250,3120833.33333333,0.825875494961087,test,437556,4.85666704177856,0,20,1,5
2286250,3266071.42857143,0.828217022641618,train,437556,4.85666704177856,0,20,1,5
888750,2962500,0.803731851018489,test,292442,4.97052001953125,0,20,1,5
3563750,5091071.42857143,0.807874363175268,train,292442,4.97052001953125,0,20,1,5
505000,1683333.33333333,0.808889650566415,test,883505,4.57315707206726,0,20,1,5
2553750,3648214.28571429,0.800747551771481,train,883505,4.57315707206726,0,20,1,5
867500,2891666.66666667,0.781691260166884,test,794374,4.76969504356384,0,20,1,5
2600000,3714285.71428571,0.807784276225464,train,794374,4.76969504356384,0,20,1,5
518750,1729166.66666667,0.796474524663407,test,420696,4.57408499717712,0,20,1,5
2985000,4264285.71428571,0.807822632573839,train,420696,4.57408499717712,0,20,1,5
691250,2304166.66666667,0.77328442481614,test,925615,4.5516049861908,0,20,1,5
3107500,4439285.71428571,0.814051047454676,train,925615,4.5516049861908,0,20,1,5
840000,2800000,0.710283522481438,test,731666,4.66549706459045,0,20,1,5
2472500,3532142.85714286,0.718801024738073,train,731666,4.66549706459045,0,20,1,5
-72500,-241666.666666667,0.805092549944459,test,556680,4.67057609558106,0,20,1,5
2251250,3216071.42857143,0.838395591855166,train,556680,4.67057609558106,0,20,1,5
352500,1175000,0.804370596432703,test,944592,4.60213899612427,0,20,1,5
3037500,4339285.71428571,0.804717131015125,train,944592,4.60213899612427,0,20,1,5
972500,3241666.66666667,0.809347586040297,test,585703,4.64703917503357,0,20,1,5
2345000,3350000,0.802490359939338,train,585703,4.64703917503357,0,20,1,5
636250,2120833.33333333,0.798207592841495,test,901760,4.71343588829041,0,20,1,5
3211250,4587500,0.81009646307588,train,901760,4.71343588829041,0,20,1,5
935000,3116666.66666667,0.684353037288498,test,509440,4.62436699867249,0,20,1,5
3280000,4685714.28571429,0.720568725278801,train,509440,4.62436699867249,0,20,1,5
1157500,3858333.33333333,0.793973075488885,test,703033,5.56370806694031,0,20,1,5
2181250,3116071.42857143,0.802132002857032,train,703033,5.56370806694031,0,20,1,5
852500,2841666.66666667,0.784956312839417,test,516993,4.83171391487122,0,20,1,5
2485000,3550000,0.810106483952276,train,516993,4.83171391487122,0,20,1,5
951250,3170833.33333333,0.794972644534027,test,274566,4.92241787910461,0,20,1,5
2340000,3342857.14285714,0.808342125572897,train,274566,4.92241787910461,0,20,1,5
1473750,4912500,0.808878686820033,test,676170,5.1317720413208,0,20,1,5
3167500,4525000,0.801356957883092,train,676170,5.1317720413208,0,20,1,5
875000,2916666.66666667,0.820558169840804,test,386707,5.00752997398377,0,20,1,5
2465000,3521428.57142857,0.825917318427383,train,386707,5.00752997398377,0,20,1,5
572500,1908333.33333333,0.801933765986857,test,118327,4.98053216934204,0,20,1,5
2765000,3950000,0.820588567399136,train,118327,4.98053216934204,0,20,1,5
523750,1745833.33333333,0.82886639272409,test,189182,4.67379307746887,0,20,1,5
2883750,4119642.85714286,0.827461565200555,train,189182,4.67379307746887,0,20,1,5
977500,3258333.33333333,0.830416445962573,test,344297,5.40932607650757,0,20,1,5
1170000,1671428.57142857,0.827389848922867,train,344297,5.40932607650757,0,20,1,5
1118750,3729166.66666667,0.792270754800651,test,725804,4.90650296211243,0,20,1,5
3193750,4562500,0.816345929087097,train,725804,4.90650296211243,0,20,1,5
963750,3212500,0.800224309675978,test,785830,4.70974612236023,0,20,1,5
4278750,6112500,0.809841853186747,train,785830,4.70974612236023,0,20,1,5
1197500,3991666.66666667,0.823508244492279,test,679401,4.72042608261108,0,20,1,5
2305000,3292857.14285714,0.829923683876487,train,679401,4.72042608261108,0,20,1,5
488750,1629166.66666667,0.785933495016947,test,495811,4.5529260635376,0,20,1,5
2755000,3935714.28571429,0.81195052708464,train,495811,4.5529260635376,0,20,1,5
738750,2462500,0.802718133228016,test,852342,4.64502882957459,0,20,1,5
2531250,3616071.42857143,0.805045268453951,train,852342,4.64502882957459,0,20,1,5
1413750,4712500,0.796075266670162,test,640892,4.56555008888245,0,20,1,5
2986250,4266071.42857143,0.797877078176676,train,640892,4.56555008888245,0,20,1,5
1241250,4137500,0.804096257773235,test,464734,4.71824502944946,0,20,1,5
2166250,3094642.85714286,0.809675311492242,train,464734,4.71824502944946,0,20,1,5
